student_id,attendance,internal1,internal2,assignments,study_hours,previous_marks,final_score
S1435,76.11,48.97,65.23,56.75,5.21,27.82,64.72
S1436,99.43,58.97,34.7,68.36,2.79,62.02,56.33
S1437,54.3,81.31,55.71,100.0,5.11,29.35,49.61
S1438,49.45,66.15,91.1,72.02,0.98,48.15,60.69
S1439,74.17,58.92,50.13,100.0,0.76,50.14,61.03
S1440,80.76,49.17,56.27,74.41,4.57,55.33,62.16
S1441,74.51,48.6,52.25,62.26,1.2,78.95,61.08
S1442,43.99,44.69,60.43,100.0,2.97,82.64,59.48
S1443,73.66,50.26,51.5,78.74,0.38,73.65,51.44
S1444,55.43,73.6,70.76,57.15,3.38,75.75,62.33
S1445,85.05,56.01,65.55,79.41,1.91,76.15,71.18
S1446,80.5,35.7,75.92,64.15,0.75,22.55,50.36
S1447,60.9,91.83,43.08,30.22,1.64,65.17,55.88
S1448,67.29,65.76,55.87,88.72,2.87,34.46,56.02
S1449,59.11,34.68,57.94,91.9,0.03,73.66,66.44
S1450,74.06,52.05,70.2,100.0,2.44,29.42,54.16
S1451,89.33,62.0,47.72,78.44,1.87,61.93,70.11
S1452,60.21,90.68,78.48,65.03,0.6,74.31,56.35
S1453,82.56,40.05,83.36,86.7,3.36,46.0,75.36
S1454,67.05,77.57,44.2,87.0,0.87,81.35,55.88
S1455,63.11,85.19,53.16,100.0,0.78,73.61,67.34
S1456,73.39,48.68,52.43,69.11,1.53,71.47,47.07
S1457,59.47,55.0,100.0,66.69,2.71,76.87,56.81
S1458,66.7,41.35,54.26,55.69,6.34,58.89,58.6
S1459,57.03,56.34,92.2,80.75,0.37,67.58,69.19
S1460,100.0,59.34,39.2,39.03,1.21,65.17,59.12
S1461,75.53,71.87,44.19,85.52,0.17,64.79,65.93
S1462,64.5,79.62,49.64,81.76,3.41,53.58,67.57
S1463,78.21,46.53,46.78,81.7,1.42,43.88,51.47
S1464,73.32,24.59,57.18,72.76,2.95,59.27,44.6
S1465,71.69,59.62,49.24,100.0,0.93,58.34,60.91
S1466,84.21,65.28,47.25,87.44,4.46,52.48,60.69
S1467,86.36,64.49,82.85,57.86,1.84,79.48,70.94
S1468,67.04,54.12,84.03,58.22,6.9,45.07,64.37
S1469,66.36,62.25,79.09,52.41,0.2,62.08,54.94
S1470,70.87,87.28,71.43,81.03,1.73,84.83,75.19
S1471,40.47,66.87,63.67,50.0,3.49,80.46,57.44
S1472,52.27,53.28,53.05,91.67,2.2,85.68,62.09
S1473,95.5,51.0,44.84,96.46,0.06,54.96,60.59
S1474,99.67,56.94,68.53,52.42,8.61,78.33,74.69
S1475,71.26,89.46,40.87,66.29,0.85,46.93,62.06
S1476,83.65,56.7,44.11,70.33,0.69,60.31,61.84
S1477,79.67,59.64,82.75,87.68,1.6,61.91,78.6
S1478,100.0,51.32,96.21,100.0,1.87,55.21,77.93
S1479,91.79,79.78,69.08,36.29,3.49,58.85,62.15
S1480,73.08,95.28,81.92,63.64,1.2,56.61,62.85
S1481,60.67,68.11,57.57,64.68,1.39,48.3,62.3
S1482,50.9,61.49,37.92,41.99,1.84,79.56,49.92
S1483,78.05,60.66,73.02,60.3,1.2,61.9,72.11
S1484,63.65,17.08,72.25,78.56,5.9,68.42,43.18
S1485,53.67,73.41,63.29,64.43,4.57,67.78,64.95
S1486,65.3,62.41,57.64,39.11,1.46,65.93,51.96
S1487,58.78,67.71,79.32,100.0,0.0,66.58,63.64
S1488,100.0,47.19,44.26,75.32,5.55,59.81,58.75
S1489,88.22,53.08,48.07,72.23,0.32,89.11,67.59
S1490,74.88,52.6,43.85,48.04,0.67,77.93,57.03
S1491,97.2,78.39,63.53,75.21,0.4,65.31,63.84
S1492,76.16,53.18,42.42,66.72,0.48,57.4,55.13
S1493,62.08,97.49,49.68,32.23,3.9,62.98,62.27
S1494,97.85,67.76,49.3,48.59,2.08,72.1,64.48
S1495,83.08,37.04,57.31,85.9,7.5,90.5,71.97
S1496,59.44,57.69,35.23,100.0,0.63,41.66,51.18
S1497,72.14,48.27,63.57,77.34,1.6,76.22,46.9
S1498,61.87,20.5,84.45,92.06,9.1,84.15,64.35
S1499,54.26,88.79,64.44,66.88,4.2,39.73,61.4
S1500,88.89,72.66,89.74,68.27,3.13,61.92,74.57
S1501,100.0,69.6,86.01,91.82,0.5,46.9,81.48
S1502,54.02,62.98,76.0,100.0,3.52,72.32,53.58
S1503,83.44,35.12,63.34,96.02,1.02,58.91,59.93
S1504,65.24,51.29,62.41,48.67,1.81,62.79,48.0
S1505,67.69,75.15,75.75,68.66,2.25,58.01,57.08
S1506,66.11,41.08,54.95,75.55,2.26,77.24,55.49
S1507,62.04,14.43,28.11,64.81,3.11,68.89,46.4
S1508,75.73,55.91,70.86,77.76,2.6,68.93,65.95
S1509,62.54,57.45,41.64,86.41,0.17,67.73,51.15
S1510,79.06,62.44,44.68,90.06,1.47,74.73,62.03
S1511,74.25,73.11,62.0,100.0,2.62,60.55,73.53
S1512,71.42,71.48,60.29,63.41,0.84,93.91,67.63
S1513,61.39,64.66,36.58,42.72,0.9,44.01,43.54
S1514,66.35,81.52,64.98,77.16,0.32,35.66,57.48
S1515,86.33,32.66,79.39,100.0,1.3,34.25,52.77
S1516,82.51,69.08,41.69,60.46,10.39,29.65,57.44
S1517,60.34,71.28,84.9,83.74,0.81,76.44,56.51
S1518,76.49,37.69,33.92,83.91,1.82,74.37,66.78
S1519,86.27,32.95,100.0,73.83,3.26,85.53,64.29
S1520,49.96,46.57,54.6,70.14,0.03,47.04,54.62
S1521,83.15,48.09,64.62,51.53,5.54,77.67,72.5
S1522,65.06,73.56,27.94,24.37,1.17,65.97,48.7
S1523,83.56,48.94,60.88,47.76,4.88,67.83,58.64
S1524,63.55,44.59,66.11,62.19,0.1,75.64,47.03
S1525,47.93,48.99,60.45,91.95,0.38,52.14,50.04
S1526,50.59,80.14,51.86,67.94,0.93,100.0,69.33
S1527,75.72,60.23,44.96,59.62,1.02,87.64,60.29
S1528,78.9,56.77,82.35,52.18,4.52,55.96,63.4
S1529,61.44,58.02,62.55,83.14,0.03,46.46,64.48
S1530,84.58,83.26,89.73,97.17,2.46,63.51,82.08
S1531,50.08,46.51,52.52,91.27,0.34,68.1,52.11
S1532,74.01,83.68,54.17,82.12,4.16,83.12,70.08
S1533,56.83,63.79,76.68,40.49,3.62,45.13,50.09
S1534,65.22,57.11,32.79,62.97,1.66,69.85,48.18
S1535,75.71,100.0,40.16,100.0,0.57,39.01,64.91
S1536,62.09,41.0,81.75,92.44,2.42,72.42,65.73
S1537,69.23,53.63,40.91,39.25,0.41,63.17,41.14
S1538,90.09,37.82,29.26,68.89,0.51,97.92,56.77
S1539,66.35,77.14,95.63,77.26,2.36,38.72,65.45
S1540,87.54,90.41,36.91,54.76,11.37,88.3,64.67
S1541,58.05,90.06,65.31,23.82,5.32,36.03,53.12
S1542,82.95,82.03,63.24,71.98,2.16,42.44,51.98
S1543,96.62,56.44,11.41,54.24,1.86,36.49,45.89
S1544,37.93,53.43,57.19,54.32,12.0,69.26,46.08
S1545,63.05,29.92,70.07,62.91,1.9,45.05,48.97
S1546,83.66,96.65,68.38,67.33,1.31,42.08,55.2
S1547,71.95,68.44,78.26,69.82,5.77,68.45,68.68
S1548,80.57,51.14,55.03,52.32,0.64,72.68,62.27
S1549,65.94,83.91,74.83,65.6,0.25,65.68,64.06
S1550,76.3,42.49,49.59,34.85,2.41,62.24,53.14
S1551,72.66,67.32,36.61,76.22,0.24,96.09,57.04
S1552,92.52,56.89,38.64,12.87,1.12,67.48,42.15
S1553,78.82,71.5,35.68,64.21,1.32,78.7,59.31
S1554,80.06,58.86,80.17,88.38,1.9,67.43,72.86
S1555,68.82,33.88,34.74,48.81,11.49,46.34,40.68
S1556,67.69,61.36,66.93,84.33,0.6,74.35,60.17
S1557,68.51,78.88,57.21,93.11,1.13,53.85,62.78
S1558,80.92,59.47,60.15,3.84,0.34,63.45,68.35
S1559,68.69,73.95,86.54,66.97,2.25,70.19,68.8
S1560,79.35,41.18,54.11,12.48,3.12,32.0,34.09
S1561,100.0,59.53,73.01,67.64,1.58,37.64,53.29
S1562,88.07,48.76,62.68,69.86,0.68,80.46,67.55
S1563,70.11,73.45,59.26,20.35,2.33,53.72,68.57
S1564,93.02,60.57,100.0,100.0,1.86,54.52,75.06
S1565,68.88,72.42,36.06,75.72,0.45,67.83,55.24
S1566,44.43,79.58,85.2,53.02,1.25,58.44,61.07
S1567,59.88,72.45,73.82,99.31,1.37,72.1,62.22
S1568,46.94,64.92,53.37,34.09,9.73,64.13,36.52
S1569,69.73,42.03,91.33,45.42,4.54,68.38,66.25
S1570,75.28,59.95,28.73,24.01,3.18,53.07,43.38
S1571,100.0,50.4,52.61,100.0,5.27,68.29,76.37
S1572,79.9,53.81,40.25,76.65,3.19,83.79,55.69
S1573,71.71,53.26,69.42,83.19,5.61,55.35,64.01
S1574,87.44,42.36,41.96,76.02,0.13,80.56,63.38
S1575,41.83,24.77,69.8,81.48,1.46,64.12,55.16
S1576,78.53,47.97,58.64,71.56,3.3,77.49,62.49
S1577,86.56,63.48,53.37,75.42,2.1,67.19,65.19
S1578,52.82,35.73,69.0,72.15,0.46,64.43,55.37
S1579,92.16,60.28,57.16,57.83,1.0,70.95,65.58
S1580,80.08,94.2,42.4,69.07,0.92,85.63,58.98
S1581,68.77,78.42,100.0,75.47,0.73,69.01,63.83
S1582,84.49,89.58,53.23,72.21,1.01,73.14,55.68
S1583,100.0,67.04,22.08,40.44,1.74,58.74,60.23
S1584,77.73,81.02,46.84,43.1,4.63,91.71,60.58
S1585,78.72,46.97,39.19,91.66,3.25,75.89,64.8
S1586,68.11,48.4,76.87,63.86,4.33,66.32,62.88
S1587,62.25,10.7,67.79,81.69,5.16,62.91,46.37
S1588,87.46,81.35,69.18,48.16,1.29,81.62,67.28
S1589,62.16,87.73,55.34,40.54,1.02,54.69,53.48
S1590,76.07,50.04,56.97,53.13,0.14,34.69,48.28
S1591,67.84,55.43,55.32,65.55,6.4,66.23,64.26
S1592,82.18,46.43,60.54,56.7,0.16,85.23,74.11
S1593,80.0,66.89,77.04,95.88,3.24,92.05,80.69
S1594,90.56,80.25,68.05,73.59,1.14,63.18,70.06
S1595,67.35,28.63,71.0,100.0,7.13,65.74,69.46
S1596,70.95,67.37,70.99,78.09,1.31,73.83,75.44
S1597,60.32,55.02,77.92,21.75,4.07,60.51,44.66
S1598,68.34,62.04,67.19,91.12,0.8,73.78,71.72
S1599,80.66,68.26,68.46,39.81,0.85,63.55,64.88
S1600,86.35,56.61,83.4,74.61,2.17,82.19,77.22
S1601,61.17,58.14,50.03,54.51,12.0,77.29,63.71
S1602,88.04,56.15,46.6,100.0,1.75,78.77,64.95
S1603,95.33,77.47,40.65,98.79,6.61,61.51,83.93
S1604,81.2,67.54,65.29,55.16,3.7,97.74,68.8
S1605,100.0,63.97,28.63,67.45,3.81,73.23,60.26
S1606,63.39,37.12,70.32,74.89,1.37,69.2,59.21
S1607,56.33,53.19,60.03,87.27,1.17,52.06,61.44
S1608,48.32,76.18,82.42,70.58,0.51,63.35,61.55
S1609,97.44,60.68,49.91,49.5,7.97,66.94,66.94
S1610,84.82,71.87,58.34,55.65,7.69,51.61,65.13
S1611,74.17,91.8,82.2,69.91,3.3,60.03,67.52
S1612,79.2,78.69,86.9,94.69,0.84,62.18,68.83
S1613,58.12,61.68,49.76,78.56,0.68,65.95,47.12
S1614,100.0,50.8,65.27,54.53,10.74,35.03,74.38
S1615,76.94,14.04,67.3,82.97,0.17,62.7,52.96
S1616,76.64,56.97,68.73,62.26,4.45,58.59,41.16
S1617,85.89,54.13,57.27,87.81,1.05,64.64,66.29
S1618,82.22,67.03,85.06,100.0,1.3,82.6,77.14
S1619,78.36,57.23,27.99,62.82,4.28,99.89,46.99
S1620,63.14,54.23,54.42,86.03,0.23,76.53,53.19
S1621,82.07,27.97,70.06,55.09,1.05,44.01,48.06
S1622,100.0,43.08,70.23,67.75,7.29,59.13,62.93
S1623,95.18,68.58,86.35,70.59,2.88,75.13,81.6
S1624,98.9,90.89,83.57,66.13,3.37,73.22,77.65
S1625,67.33,58.24,56.86,100.0,3.4,81.78,62.17
S1626,60.16,65.9,85.4,63.87,0.15,63.35,68.02
S1627,73.11,77.14,49.15,81.74,0.55,58.82,64.92
S1628,75.84,45.4,78.76,31.4,1.62,94.79,48.34
S1629,91.41,66.6,94.59,78.64,1.1,66.0,70.34
S1630,49.61,46.67,83.87,92.84,1.27,47.72,59.78
S1631,97.94,75.57,63.9,59.45,3.65,90.08,66.53
S1632,72.63,62.73,56.03,19.8,0.04,39.57,61.03
S1633,68.6,65.37,34.49,69.23,2.59,5.58,50.04
S1634,59.82,45.91,67.59,70.34,0.0,78.08,51.49
S1635,50.18,72.73,41.93,84.48,0.16,80.48,49.54
S1636,87.35,97.52,47.72,100.0,1.26,72.04,79.29
S1637,76.1,41.86,40.57,62.4,4.41,42.86,47.47
S1638,55.65,53.88,53.71,52.87,0.38,64.0,52.23
S1639,55.57,64.17,61.5,46.66,1.94,60.27,46.11
S1640,69.96,74.16,66.93,73.96,2.72,55.87,64.17
S1641,100.0,49.93,51.19,79.59,0.63,89.01,62.56
S1642,71.11,9.01,81.25,59.09,1.72,47.21,48.38
S1643,52.45,84.47,58.25,85.57,5.82,70.37,59.66
S1644,71.31,73.69,47.82,79.31,1.72,85.3,69.57
S1645,70.91,28.63,66.07,70.86,0.41,71.48,51.7
S1646,34.55,49.06,97.34,51.95,2.37,86.1,54.65
S1647,74.19,88.23,68.03,60.36,2.15,74.58,66.82
S1648,71.54,86.06,55.47,21.4,0.07,72.3,66.34
S1649,85.44,76.9,34.51,74.72,0.23,71.24,67.43
S1650,100.0,56.83,58.05,70.53,0.41,75.43,71.05
S1651,91.9,61.49,66.23,73.77,0.35,58.45,56.14
S1652,70.97,57.64,55.02,80.09,0.72,42.87,53.0
S1653,58.4,80.31,32.02,77.72,1.45,81.22,64.7
S1654,100.0,44.23,46.69,67.79,1.12,84.75,55.36
S1655,75.89,45.5,88.18,70.97,5.31,69.28,66.44
S1656,75.21,78.18,87.81,41.91,2.27,55.68,58.6
S1657,74.64,59.2,46.04,58.33,5.01,38.52,49.03
S1658,77.97,84.81,74.11,71.01,1.8,66.46,79.56
S1659,72.83,47.91,40.79,55.28,0.23,42.07,52.88
S1660,66.4,59.01,87.28,87.2,1.49,39.69,69.55
S1661,66.8,43.4,66.41,56.83,4.14,64.65,60.42
S1662,74.51,60.13,79.09,74.33,0.52,52.02,62.25
S1663,66.85,33.39,31.13,72.33,0.23,70.87,43.52
S1664,64.31,51.22,74.2,84.93,0.96,62.29,58.2
S1665,76.6,34.15,61.86,88.02,1.18,54.69,56.46
S1666,71.18,72.49,77.33,83.88,0.88,36.02,75.04
S1667,97.56,72.9,78.47,27.88,0.35,50.5,56.05
S1668,35.24,28.86,63.18,93.88,0.69,51.13,43.44
S1669,91.37,84.01,51.19,100.0,2.75,44.17,65.2
S1670,93.69,100.0,76.03,60.36,1.17,59.41,80.55
S1671,43.9,60.83,60.92,74.73,2.4,45.5,63.41
S1672,69.86,48.46,46.29,52.18,1.84,62.22,53.24
S1673,69.43,100.0,45.44,31.03,1.91,69.09,61.31
S1674,53.89,36.26,35.41,55.23,0.69,50.96,42.08
S1675,63.33,60.36,52.81,59.2,1.77,72.23,58.08
S1676,58.34,63.23,81.85,62.9,0.06,41.86,61.89
S1677,100.0,84.21,65.2,50.82,1.36,46.09,70.35
S1678,89.04,66.48,52.46,55.33,2.04,63.08,64.67
S1679,94.07,51.02,76.49,69.78,0.48,76.68,72.05
S1680,85.83,42.88,47.02,54.6,0.71,79.75,45.29
S1681,58.06,53.85,63.72,80.87,0.59,92.41,59.71
S1682,67.13,41.88,58.77,83.63,0.18,58.6,57.24
S1683,82.34,60.86,76.02,100.0,1.03,62.83,72.26
S1684,56.67,49.84,33.61,92.51,9.27,47.44,53.09
S1685,85.69,33.11,46.7,74.86,1.05,43.69,54.47
S1686,71.4,82.59,32.51,57.59,1.48,68.89,52.82
S1687,69.38,51.04,57.33,75.87,2.54,51.81,46.2
S1688,85.66,37.17,83.81,76.53,2.51,85.95,72.84
S1689,81.66,56.97,52.9,59.73,7.18,40.14,52.15
S1690,69.59,61.23,52.81,85.67,4.68,73.27,61.76
S1691,92.39,28.56,77.69,42.04,3.79,47.9,52.85
S1692,58.78,65.97,81.23,65.11,7.27,51.05,72.17
S1693,84.24,41.15,60.41,81.12,0.63,74.16,60.79
S1694,83.9,90.8,74.32,64.25,2.3,53.51,68.28
S1695,70.36,69.43,42.61,65.86,5.24,56.23,62.61
S1696,79.89,52.8,86.8,67.24,2.35,51.19,77.21
S1697,56.23,46.59,100.0,53.29,9.1,95.35,67.89
S1698,88.86,58.11,71.38,93.48,0.25,54.5,65.45
S1699,72.23,71.03,24.48,49.64,1.39,65.88,56.07
S1700,67.16,59.54,51.95,76.36,9.09,61.57,51.81
S1701,90.74,56.09,73.03,78.27,1.15,68.76,67.98
S1702,64.43,61.05,54.41,51.03,3.23,54.55,65.89
S1703,53.87,49.13,84.9,71.46,0.07,61.59,58.14
S1704,51.65,53.82,72.59,51.81,2.85,71.7,55.21
S1705,84.09,22.46,49.28,97.82,6.55,50.33,58.47
S1706,55.79,77.53,62.58,47.22,1.16,83.52,55.61
S1707,100.0,65.38,45.91,56.92,0.05,85.15,66.22
S1708,43.77,46.08,58.71,45.52,0.07,75.31,50.94
S1709,100.0,94.18,52.02,42.85,5.34,66.19,67.96
S1710,78.17,61.57,83.15,100.0,3.08,14.16,51.49
S1711,73.55,41.35,100.0,80.86,0.27,72.21,68.94
S1712,66.83,75.42,36.24,72.81,0.13,58.35,68.66
S1713,80.99,67.16,27.38,56.87,3.92,60.81,53.47
S1714,74.44,67.1,57.59,88.15,3.98,32.74,53.21
S1715,91.55,52.34,34.67,53.52,0.31,73.39,59.87
S1716,76.71,68.11,62.83,85.87,0.86,40.37,73.18
S1717,77.25,55.29,75.48,52.55,3.63,67.01,65.04
S1718,69.55,70.01,88.89,57.11,1.79,80.38,77.01
S1719,74.15,25.71,65.63,85.17,7.53,57.02,63.81
S1720,79.62,52.19,58.52,87.28,1.57,85.67,68.73
S1721,49.35,91.0,26.39,81.95,2.71,52.3,51.58
S1722,54.78,46.19,62.47,49.01,1.71,75.21,52.87
S1723,86.15,49.13,63.28,61.07,6.87,42.82,60.72
S1724,77.56,51.94,73.5,73.14,1.22,82.53,63.93
S1725,72.24,38.13,49.25,53.01,0.63,79.89,50.27
S1726,75.28,20.25,54.17,97.42,0.95,72.96,57.44
S1727,80.21,55.85,35.4,21.96,4.6,58.31,41.95
S1728,66.9,62.45,20.76,54.43,1.65,41.17,51.34
S1729,63.33,59.05,42.05,59.81,1.05,58.36,46.12
S1730,77.94,57.39,33.73,13.12,1.89,83.88,47.51
S1731,60.32,60.77,68.06,42.08,0.34,67.21,56.04
S1732,81.12,78.41,52.67,82.51,0.01,38.6,57.18
S1733,49.46,56.57,52.31,70.61,0.79,45.88,37.92
S1734,90.44,49.67,44.28,100.0,2.23,86.3,63.85
S1735,82.09,54.94,3.81,100.0,2.98,73.29,47.51
S1736,78.84,70.43,89.15,78.66,4.21,44.02,74.2
S1737,89.74,85.42,44.0,76.26,6.27,34.98,59.47
S1738,99.98,48.69,54.58,71.32,1.27,54.37,71.33
S1739,90.22,61.78,35.81,16.9,3.24,33.53,49.54
S1740,47.39,66.09,79.49,42.11,0.19,62.35,53.96
S1741,55.81,42.13,64.58,72.01,0.14,100.0,44.28
S1742,65.63,60.37,47.13,82.32,0.32,37.85,55.07
S1743,75.39,33.62,54.94,75.79,1.43,61.84,54.35
S1744,82.76,28.16,92.21,52.15,0.57,87.3,53.81
S1745,64.11,66.6,60.69,88.75,0.81,77.73,63.5
S1746,77.8,53.09,58.73,99.65,2.51,62.47,61.87
S1747,63.67,63.64,45.06,88.76,1.07,62.51,56.45
S1748,65.83,59.68,27.9,89.79,1.96,45.35,53.11
S1749,53.9,42.42,59.12,58.82,1.28,60.45,46.46
S1750,61.15,59.19,67.86,91.52,0.44,69.14,63.04
S1751,54.72,37.8,81.79,72.92,0.18,83.79,56.49
S1752,60.36,85.04,21.53,80.23,0.65,54.46,57.04
S1753,90.8,35.59,41.75,77.31,0.14,61.77,52.84
S1754,60.76,56.48,51.55,67.57,2.31,48.86,46.58
S1755,100.0,41.24,61.94,52.8,3.81,68.83,58.09
S1756,82.4,70.27,59.39,68.36,1.0,78.32,73.77
S1757,77.77,54.03,59.81,89.74,1.17,75.7,69.57
S1758,62.12,50.66,69.35,61.17,4.07,45.11,62.53
S1759,85.5,75.36,45.74,87.87,0.6,67.5,73.52
S1760,66.37,60.53,78.81,84.74,0.3,53.49,59.87
S1761,76.83,69.3,69.8,64.02,1.67,82.19,67.46
S1762,100.0,42.34,56.24,97.78,2.49,62.26,67.31
S1763,73.56,34.71,90.82,62.89,2.2,39.17,61.9
S1764,92.24,61.93,90.02,100.0,3.0,61.26,74.34
S1765,64.45,54.26,78.79,78.68,0.14,72.79,62.43
S1766,74.48,71.28,7.67,69.68,1.34,69.15,52.88
S1767,100.0,58.56,90.42,52.24,0.65,56.3,71.78
S1768,65.6,63.69,76.31,68.23,3.42,55.05,65.78
S1769,100.0,30.78,98.12,65.92,4.95,48.21,68.52
S1770,85.62,93.99,84.27,44.83,0.79,58.29,70.75
S1771,66.56,57.04,90.41,65.65,0.24,50.45,62.5
S1772,84.49,72.56,77.82,53.92,0.7,81.49,77.66
S1773,89.59,44.95,86.28,81.72,0.26,49.68,55.62
S1774,84.33,65.54,97.89,96.13,0.93,67.08,69.55
S1775,51.45,36.55,65.9,45.46,1.85,65.92,51.73
S1776,64.09,68.14,33.7,100.0,8.73,81.08,65.48
S1777,71.29,53.59,56.47,67.43,1.22,83.52,60.49
S1778,73.88,60.53,69.02,50.5,0.6,76.83,63.94
S1779,84.31,72.56,63.35,85.16,0.44,71.0,69.64
S1780,77.67,37.81,39.56,61.07,0.46,47.17,45.64
S1781,54.97,47.68,32.64,68.37,0.51,46.83,48.77
S1782,80.7,68.23,48.66,61.91,3.45,50.62,59.75
S1783,84.16,97.77,76.54,53.67,0.15,77.78,69.12
S1784,83.4,57.51,90.45,84.48,12.0,66.25,79.88
S1785,91.21,70.64,78.5,64.27,1.77,79.77,75.04
S1786,87.51,58.07,81.03,41.27,1.89,82.05,66.33
S1787,81.89,94.96,60.55,81.02,1.06,52.66,79.83
S1788,73.95,28.55,30.64,45.89,2.81,65.55,53.13
S1789,50.09,61.7,53.81,46.93,1.53,64.78,55.92
S1790,81.44,30.74,57.34,93.85,0.96,59.43,73.88
S1791,78.12,14.88,53.05,46.07,0.74,55.91,45.11
S1792,79.07,65.35,62.98,23.67,6.24,85.14,57.83
S1793,55.85,62.51,69.95,82.46,0.83,65.88,64.99
S1794,58.78,54.87,77.35,63.92,1.38,65.22,56.42
S1795,90.8,58.09,56.99,65.65,1.04,51.35,61.29
S1796,74.41,100.0,27.73,63.71,0.22,76.48,55.55
S1797,85.22,55.35,53.31,74.63,0.49,47.91,62.91
S1798,75.42,69.18,62.79,54.95,0.5,72.73,52.19
S1799,75.45,48.31,84.01,99.52,2.84,73.2,68.42
S1800,89.07,65.31,51.78,40.48,1.25,57.99,58.09
S1801,67.26,55.71,71.23,78.9,3.66,70.4,60.29
S1802,76.44,52.61,67.22,82.84,2.96,68.16,53.26
S1803,68.07,92.74,62.79,54.81,0.51,64.33,52.44
S1804,68.48,81.19,78.75,49.53,1.99,65.22,59.58
S1805,70.36,62.46,50.1,90.34,3.26,66.05,65.12
S1806,78.33,18.52,51.65,50.18,2.41,67.21,50.8
S1807,67.82,53.5,61.79,57.87,2.2,66.02,56.3
S1808,93.84,100.0,50.48,87.75,3.23,46.23,67.65
S1809,61.58,55.85,71.14,70.69,0.14,62.41,59.76
S1810,72.2,79.86,49.16,34.06,3.16,69.5,46.7
S1811,68.4,85.95,66.07,100.0,0.76,66.65,55.17
S1812,96.7,63.94,60.2,59.4,2.04,81.21,65.59
S1813,77.95,44.85,65.87,61.94,0.67,75.54,55.53
S1814,90.48,16.16,53.72,75.12,4.38,50.2,61.15
S1815,52.72,72.31,55.9,82.5,1.57,62.17,59.15
S1816,79.01,45.33,63.73,100.0,2.47,59.71,73.67
S1817,88.34,63.17,65.64,36.8,3.79,64.93,58.47
S1818,76.23,37.5,61.92,86.52,5.42,64.95,64.05
S1819,90.98,55.23,92.7,84.86,3.16,75.4,72.67
S1820,67.24,60.61,44.17,67.26,0.39,68.01,63.14
S1821,96.14,64.83,60.84,85.75,4.63,85.92,71.71
S1822,100.0,39.93,33.67,88.69,2.31,69.1,66.22
S1823,69.56,81.54,68.7,42.36,2.26,50.88,53.54
S1824,68.32,49.26,41.93,100.0,6.1,57.06,56.58
S1825,96.8,29.86,56.99,38.82,0.69,75.26,54.76
S1826,98.69,58.04,55.3,47.29,0.66,37.56,66.1
S1827,67.16,60.62,67.06,64.76,1.73,42.12,43.93
S1828,68.7,62.89,52.05,100.0,3.34,65.18,61.35
S1829,70.77,84.52,51.28,63.83,1.42,81.17,61.06
S1830,54.83,55.74,87.85,69.36,2.41,87.22,50.3
S1831,61.22,57.85,67.12,98.64,1.45,61.31,59.16
S1832,59.94,40.14,51.9,63.99,2.26,83.03,43.18
S1833,63.48,74.77,57.48,46.43,4.15,66.23,44.0
S1834,74.48,63.32,91.62,61.66,0.48,38.97,61.42
S1835,78.51,52.44,57.77,97.42,2.85,64.86,62.42
S1836,98.26,25.72,49.59,71.42,3.72,54.48,56.18
S1837,60.02,86.0,49.67,100.0,1.42,80.61,67.43
S1838,89.76,37.9,52.12,84.76,0.94,64.56,54.81
S1839,71.79,49.36,51.3,57.1,0.03,43.28,61.73
S1840,74.26,66.45,38.97,71.02,3.83,39.5,55.97
S1841,85.12,38.46,41.76,52.94,0.95,64.64,59.93
S1842,58.16,33.12,47.07,56.63,1.06,23.86,31.91
S1843,80.74,21.77,72.65,100.0,0.98,56.19,55.17
S1844,77.5,72.98,55.14,90.37,1.66,68.93,70.39
S1845,82.39,50.19,58.27,87.22,2.91,47.03,60.17
S1846,79.34,100.0,84.86,57.54,3.55,81.9,68.96
S1847,100.0,42.1,85.31,100.0,1.2,85.25,63.57
S1848,65.43,43.41,56.92,91.99,2.61,47.72,60.7
S1849,67.04,49.82,50.64,100.0,3.06,59.93,63.29
S1850,65.65,64.38,46.44,100.0,0.85,81.91,63.65
S1851,66.67,51.54,74.47,40.42,0.24,64.98,51.58
S1852,65.44,71.02,58.32,47.8,5.4,41.29,49.55
S1853,92.84,42.39,55.04,49.92,2.71,62.56,57.48
S1854,96.31,35.13,47.35,51.12,2.51,50.5,46.65
S1855,66.44,27.63,48.15,76.47,0.15,83.84,47.18
S1856,62.51,19.98,67.76,58.66,4.09,75.3,59.12
S1857,82.07,50.67,38.32,100.0,2.0,59.67,49.18
S1858,66.72,54.58,79.91,100.0,4.52,67.42,71.64
S1859,84.49,48.63,52.39,69.87,8.81,42.76,69.46
S1860,78.04,82.38,59.31,100.0,7.56,52.19,76.74
S1861,52.26,82.1,37.93,99.76,4.65,91.41,65.89
S1862,98.21,53.97,61.78,60.99,0.03,65.91,60.67
S1863,100.0,27.71,56.09,29.82,5.21,80.81,53.04
S1864,65.81,49.8,61.1,65.64,0.19,68.94,41.98
S1865,69.18,49.2,88.49,57.11,4.57,87.34,64.64
S1866,79.29,48.17,65.2,74.13,0.79,31.02,54.7
S1867,80.02,47.44,47.7,71.78,2.26,61.8,52.92
S1868,84.88,48.24,49.2,71.26,0.09,92.96,60.62
S1869,100.0,53.04,72.71,80.47,3.54,81.25,72.49
S1870,72.35,48.56,85.38,45.75,0.28,87.53,56.82
